"state","year","month","period","indicator","data_value","percent_complete","percent_pending_investigation","state_name","footnote","footnote_symbol","predicted_value"
"AK","2015","March","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AK","2015","April","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AK","2015","May","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AK","2015","June","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AK","2015","July","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AK","2015","August","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AK","2015","September","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AK","2015","October","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","55","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","55"
"AK","2015","November","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","54","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","54"
"AK","2015","December","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,"100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AK","2016","January","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","66","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","66"
"AK","2016","February","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","68","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","68"
"AK","2016","March","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","64","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","64"
"AK","2016","April","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","68","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","68"
"AK","2016","May","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","70","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","70"
"AK","2016","June","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","69","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","69"
"AK","2016","July","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","70","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","70"
"AK","2016","August","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","64","100","0.023386342","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","64"
"AK","2016","September","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","62","100","0.046992481","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","62"
"AK","2016","October","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","60","100","0.069913773","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","60"
"AK","2016","November","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","59","100","0.069946374","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","59"
"AK","2016","December","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","53","100","0.068886338","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","53"
"AK","2017","January","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","47","100","0.068587106","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","47"
"AK","2017","February","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","42","100","0.069013112","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","42"
"AK","2017","March","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","41","100","0.068823125","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","41"
"AK","2017","April","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","35","100","0.069364162","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","35"
"AK","2017","May","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","39","100","0.070142623","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","39"
"AK","2017","June","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","40","100","0.070159027","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","40"
"AK","2017","July","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","44","100","0.07082153","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","44"
"AK","2017","August","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","48","100","0.047236656","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","48"
"AK","2017","September","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","52","100","0.023261224","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","52"
"AK","2017","October","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","49","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","49"
"AK","2017","November","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","47","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","47"
"AK","2017","December","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","50","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","50"
"AK","2018","January","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","51","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","51"
"AK","2018","February","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","54","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","54"
"AK","2018","March","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","53","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","53"
"AK","2018","April","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","55","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","55"
"AK","2018","May","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","48","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","48"
"AK","2018","June","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","48","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","48"
"AK","2018","July","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","43","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","43"
"AK","2018","August","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","42","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","42"
"AK","2018","September","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","36","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","36"
"AK","2018","October","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","36","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","36"
"AK","2018","November","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","38","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","38"
"AK","2018","December","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","37","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","37"
"AK","2019","January","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","40","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","40"
"AK","2019","February","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","42","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","42"
"AK","2019","March","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","47","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","47"
"AK","2019","April","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","45","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","45"
"AK","2019","May","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","45","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","45"
"AK","2019","June","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","43","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","43"
"AK","2019","July","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","45","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","45"
"AK","2019","August","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","42","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","42"
"AK","2019","September","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","43","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","43"
"AK","2019","October","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","48","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","48"
"AK","2019","November","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","48","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","48"
"AK","2019","December","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","46","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","46"
"AK","2020","January","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","44","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","44"
"AK","2020","February","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","40","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","40"
"AK","2020","March","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","35","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","35"
"AK","2020","April","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","36","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","36"
"AK","2020","May","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","38","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","38"
"AK","2020","June","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","44","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","44"
"AK","2020","July","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","44","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","44"
"AK","2020","August","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","46","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","46"
"AK","2020","September","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","47","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","47"
"AK","2020","October","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","43","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","43"
"AK","2020","November","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","44","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","44"
"AK","2020","December","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","44","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","44"
"AK","2021","January","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","43","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","43"
"AK","2021","February","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","45","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","45"
"AK","2021","March","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","55","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","55"
"AK","2021","April","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","58","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","58"
"AK","2021","May","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","65","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","65"
"AK","2021","June","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","62","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","62"
"AK","2021","July","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","67","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","67"
"AK","2021","August","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","71","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","71"
"AK","2021","September","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","75","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","75"
"AK","2021","October","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","78","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","78"
"AK","2021","November","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","79","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","79"
"AK","2021","December","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","81","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","81"
"AK","2022","January","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","81","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","81"
"AK","2022","February","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","80","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","80"
"AK","2022","March","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","75","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","75"
"AK","2022","April","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","73","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","73"
"AK","2022","May","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","63","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","63"
"AK","2022","June","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","69","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","69"
"AK","2022","July","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","65","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","65"
"AK","2022","August","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","61","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","61"
"AK","2022","September","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","59","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","59"
"AK","2022","October","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","55","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","55"
"AK","2022","November","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","54","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","54"
"AK","2022","December","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","55","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","55"
"AK","2023","January","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","55","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","55"
"AK","2023","February","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","60","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","60"
"AK","2023","March","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","59","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","59"
"AK","2023","April","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","61","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","61"
"AK","2023","May","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","63","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","63"
"AK","2023","June","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","53","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","53"
"AK","2023","July","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","52","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","52"
"AK","2023","August","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","51","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","51"
"AK","2023","September","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","48","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","48"
"AK","2023","October","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","49","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","49"
"AK","2023","November","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","51","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","51"
"AK","2023","December","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","47","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","47"
"AK","2024","January","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","53","100","0","Alaska","Underreported due to incomplete data.","*","53"
"AK","2024","February","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","48","100","0","Alaska","Underreported due to incomplete data.","*","48"
"AK","2024","March","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","42","100","0","Alaska","Underreported due to incomplete data.","*","42"
"AK","2024","April","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","39","100","0","Alaska","Underreported due to incomplete data.","*","39"
"AK","2024","May","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","37","100","0","Alaska","Underreported due to incomplete data.","*","37"
"AK","2024","June","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","38","100","0","Alaska","Underreported due to incomplete data.","*","38"
"AK","2024","July","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","37","100","0","Alaska","Underreported due to incomplete data.","*","37"
"AK","2024","August","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","36","100","0","Alaska","Underreported due to incomplete data.","*","36"
"AK","2024","September","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","36","100","0","Alaska","Underreported due to incomplete data.","*","36"
"AK","2024","October","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","38","100","0","Alaska","Underreported due to incomplete data.","*","38"
"AK","2024","November","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","35","100","0","Alaska","Underreported due to incomplete data.","*","35"
"AK","2024","December","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","41","100","0","Alaska","Underreported due to incomplete data.","*","41"
"AK","2025","January","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","35","100","0","Alaska","Underreported due to incomplete data.","*","35"
"AK","2025","February","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","38","100","0","Alaska","Underreported due to incomplete data.","*","38"
"AK","2025","March","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","43","100","0","Alaska","Underreported due to incomplete data.","*","43"
"AK","2025","April","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","46","100","0","Alaska","Underreported due to incomplete data.","*","46"
"AK","2025","May","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","50","100","0","Alaska","Underreported due to incomplete data.","*","50"
"AK","2025","June","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","51","100","0","Alaska","Underreported due to incomplete data.","*","51"
"AK","2025","July","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","52","100","0","Alaska","Underreported due to incomplete data.","*","52"
"AK","2025","August","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","55","100","0","Alaska","Underreported due to incomplete data.","*","55"
"AK","2025","September","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","55","100","0","Alaska","Underreported due to incomplete data.","*","55"
"AK","2025","October","12 month-ending","Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","50","100","0","Alaska","Underreported due to incomplete data.","*","50"
"AK","2015","January","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AK","2015","February","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AK","2015","March","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AK","2015","April","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AK","2015","May","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AK","2015","June","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AK","2015","July","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AK","2015","August","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AK","2015","September","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AK","2015","October","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","66","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","66"
"AK","2015","November","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","64","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","64"
"AK","2015","December","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,"100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"AK","2016","January","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","75","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","75"
"AK","2016","February","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","76","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","76"
"AK","2016","March","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","72","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","72"
"AK","2016","April","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","75","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","75"
"AK","2016","May","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","77","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","77"
"AK","2016","June","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","76","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","76"
"AK","2016","July","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","78","100","0","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","78"
"AK","2016","August","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","72","100","0.023386342","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","72"
"AK","2016","September","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","68","100","0.046992481","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","68"
"AK","2016","October","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","64","100","0.069913773","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","64"
"AK","2016","November","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","64","100","0.069946374","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","64"
"AK","2016","December","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","59","100","0.068886338","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","59"
"AK","2017","January","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","54","100","0.068587106","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","54"
"AK","2017","February","12 month-ending","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","50","100","0.069013112","Alaska","Numbers may differ from published reports using final data. See Technical Notes.","**","50"
